일자,차익net(억원),비차익net(억원),개별주식net(억원),KOSPInet(억원),KOSPI (우축)
2009-01-02,336 ,484 ,-171 ,650 ,1157.4
2009-01-05,0 ,450 ,"2,888 ","3,338 ",1173.57
2009-01-06,"1,670 ",363 ,"1,677 ","3,710 ",1194.28
2009-01-07,-20 ,"1,490 ","4,145 ","5,616 ",1228.17
2009-01-08,6 ,-962 ,-363 ,"-1,319 ",1205.7
2009-01-09,395 ,528 ,"-1,778 ",-855 ,1180.96
2009-01-12,2 ,368 ,"-1,372 ","-1,002 ",1156.75
2009-01-13,31 ,499 ,-228 ,302 ,1167.71
2009-01-14,0 ,-222 ,320 ,98 ,1182.68
2009-01-15,-11 ,"-1,222 ",-592 ,"-1,826 ",1111.34
2009-01-16,-9 ,"-1,136 ","-1,930 ","-3,075 ",1135.2
2009-01-19,-2 ,648 ,993 ,"1,640 ",1150.65
2009-01-20,-5 ,-121 ,-503 ,-629 ,1126.81
2009-01-21,-46 ,-347 ,"-2,036 ","-2,429 ",1103.61
2009-01-22,-172 ,-91 ,-377 ,-640 ,1116.23
2009-01-23,-19 ,-133 ,"-1,329 ","-1,481 ",1093.4
2009-01-28,20 ,"1,044 ",356 ,"1,419 ",1157.98
2009-01-29,108 ,843 ,"2,833 ","3,783 ",1166.56
2009-01-30,75 ,209 ,109 ,392 ,1162.11
2009-02-02,0 ,427 ,"1,868 ","2,295 ",1146.95
2009-02-03,18 ,"1,115 ","1,219 ","2,351 ",1163.2
2009-02-04,7 ,776 ,"1,425 ","2,208 ",1195.37
2009-02-05,0 ,516 ,"2,196 ","2,712 ",1177.88
2009-02-06,0 ,-31 ,"1,015 ",983 ,1210.26
2009-02-09,0 ,224 ,267 ,491 ,1202.69
2009-02-10,0 ,-729 ,"-1,400 ","-2,129 ",1198.87
2009-02-11,2 ,"-1,032 ",-33 ,"-1,063 ",1190.18
2009-02-12,1 ,-386 ,"-1,658 ","-2,044 ",1179.84
2009-02-13,-1 ,-184 ,"-1,029 ","-1,213 ",1192.44
2009-02-16,0 ,-325 ,190 ,-135 ,1175.47
2009-02-17,-9 ,-423 ,"-1,344 ","-1,776 ",1127.19
2009-02-18,-36 ,"1,357 ","-3,036 ","-1,716 ",1113.19
2009-02-19,-568 ,236 ,"-1,026 ","-1,358 ",1107.1
2009-02-20,-431 ,"-1,458 ","-1,700 ","-3,589 ",1065.95
2009-02-23,-50 ,428 ,-460 ,-82 ,1099.55
2009-02-24,-499 ,"-1,302 ","-1,207 ","-3,009 ",1063.88
2009-02-25,-526 ,-434 ,459 ,-502 ,1067.08
2009-02-26,-14 ,-427 ,-555 ,-996 ,1054.79
2009-02-27,-119 ,167 ,-97 ,-49 ,1063.03
2009-03-02,"-1,697 ","-3,085 ",664 ,"-4,118 ",1018.81
2009-03-03,3 ,"-1,049 ",-724 ,"-1,770 ",1025.57
2009-03-04,-526 ,"-1,483 ",226 ,"-1,783 ",1059.26
2009-03-05,-252 ,-978 ,"1,907 ",677 ,1058.18
2009-03-06,18 ,499 ,-872 ,-355 ,1055.03
2009-03-09,-31 ,-377 ,-181 ,-589 ,1071.73
2009-03-10,-12 ,"1,795 ",8 ,"1,791 ",1092.2
2009-03-11,37 ,"1,673 ","3,890 ","5,600 ",1127.51
2009-03-12,-474 ,-120 ,"5,486 ","4,891 ",1128.39
2009-03-13,181 ,408 ,"-1,130 ",-542 ,1126.03
2009-03-16,131 ,-103 ,-562 ,-534 ,1125.46
2009-03-17,905 ,549 ,"-1,159 ",296 ,1163.88
2009-03-18,569 ,190 ,-500 ,259 ,1169.95
2009-03-19,915 ,-285 ,-189 ,441 ,1161.81
2009-03-20,"1,203 ",889 ,"-1,053 ","1,039 ",1170.94
2009-03-23,198 ,"1,718 ",266 ,"2,182 ",1199.5
2009-03-24,99 ,442 ,"3,288 ","3,829 ",1221.7
2009-03-25,379 ,807 ,"-1,027 ",159 ,1229.02
2009-03-26,114 ,205 ,289 ,608 ,1243.8
2009-03-27,1 ,667 ,"2,711 ","3,379 ",1237.51
2009-03-30,77 ,-44 ,"-1,109 ","-1,076 ",1197.46
2009-03-31,31 ,714 ,"-2,394 ","-1,649 ",1206.26
2009-04-01,-6 ,782 ,-26 ,750 ,1233.36
2009-04-02,345 ,-267 ,"3,547 ","3,626 ",1276.97
2009-04-03,35 ,837 ,"3,881 ","4,752 ",1283.75
2009-04-06,145 ,774 ,"1,692 ","2,610 ",1297.85
2009-04-07,88 ,259 ,"-1,493 ","-1,145 ",1300.1
2009-04-08,54 ,204 ,"-3,548 ","-3,291 ",1262.07
2009-04-09,8 ,"3,434 ",-513 ,"2,929 ",1316.35
2009-04-10,63 ,467 ,"3,604 ","4,134 ",1336.04
2009-04-13,19 ,"1,380 ","2,593 ","3,991 ",1338.26
2009-04-14,18 ,"1,319 ",-85 ,"1,252 ",1342.63
2009-04-15,27 ,127 ,"-1,258 ","-1,104 ",1333.09
2009-04-16,-3 ,855 ,"3,947 ","4,799 ",1336.72
2009-04-17,-18 ,803 ,"4,046 ","4,831 ",1329
2009-04-20,-18 ,-11 ,"2,440 ","2,411 ",1336.39
2009-04-21,-21 ,781 ,"-1,526 ",-766 ,1336.81
2009-04-22,-10 ,-462 ,"2,379 ","1,908 ",1356.02
2009-04-23,9 ,408 ,"1,178 ","1,596 ",1368.8
2009-04-24,21 ,722 ,648 ,"1,392 ",1354.1
2009-04-27,-9 ,36 ,313 ,340 ,1339.83
2009-04-28,3 ,474 ,-772 ,-295 ,1300.24
2009-04-29,4 ,763 ,699 ,"1,466 ",1338.42
2009-04-30,16 ,"2,748 ","3,032 ","5,795 ",1369.36
2009-05-04,3 ,"1,546 ","2,538 ","4,087 ",1397.92
2009-05-06,-218 ,-159 ,"3,466 ","3,089 ",1393.45
2009-05-07,24 ,-137 ,"2,436 ","2,323 ",1401.08
2009-05-08,24 ,258 ,"4,161 ","4,444 ",1412.13
2009-05-11,10 ,-285 ,"3,071 ","2,796 ",1415.16
2009-05-12,6 ,-468 ,543 ,81 ,1403.51
2009-05-13,-6 ,-377 ,-89 ,-472 ,1414.52
2009-05-14,37 ,400 ,"-1,178 ",-742 ,1380.95
2009-05-15,-43 ,-663 ,942 ,236 ,1391.73
2009-05-18,-63 ,377 ,"1,404 ","1,718 ",1386.68
2009-05-19,-267 ,949 ,"3,606 ","4,289 ",1428.21
2009-05-20,-16 ,"1,155 ","4,082 ","5,221 ",1435.7
2009-05-21,86 ,-408 ,744 ,422 ,1421.65
2009-05-22,-37 ,870 ,-145 ,689 ,1403.75
2009-05-25,-472 ,-509 ,"3,098 ","2,117 ",1400.9
2009-05-26,-13 ,-223 ,"1,850 ","1,614 ",1372.04
2009-05-27,-250 ,113 ,"3,393 ","3,256 ",1362.02
2009-05-28,124 ,"1,000 ","1,438 ","2,562 ",1392.17
2009-05-29,132 ,503 ,"2,996 ","3,631 ",1395.89
2009-06-01,8 ,735 ,"2,619 ","3,363 ",1415.1
2009-06-02,-650 ,303 ,"5,290 ","4,943 ",1412.85
2009-06-03,-25 ,-148 ,-726 ,-900 ,1414.89
2009-06-04,"-1,158 ",44 ,24 ,"-1,090 ",1378.14
2009-06-05,-265 ,"-1,152 ","2,401 ",984 ,1394.71
2009-06-08,-93 ,-34 ,560 ,433 ,1393.3
2009-06-09,217 ,572 ,136 ,925 ,1371.84
2009-06-10,"1,710 ",137 ,"2,493 ","4,341 ",1414.88
2009-06-11,"1,774 ","2,226 ","3,063 ","7,063 ",1419.39
2009-06-12,49 ,"-1,031 ","3,477 ","2,495 ",1428.59
2009-06-15,-256 ,-430 ,212 ,-475 ,1412.42
2009-06-16,-400 ,719 ,"-1,985 ","-1,665 ",1399.15
2009-06-17,-26 ,"-1,305 ",-150 ,"-1,481 ",1391.17
2009-06-18,-44 ,188 ,-670 ,-526 ,1375.76
2009-06-19,18 ,239 ,1 ,258 ,1383.34
2009-06-22,-140 ,383 ,-35 ,208 ,1399.71
2009-06-23,-426 ,"-1,300 ",-443 ,"-2,169 ",1360.54
2009-06-24,-424 ,-298 ,-43 ,-765 ,1363.79
2009-06-25,"1,877 ","1,740 ",659 ,"4,276 ",1392.73
2009-06-26,-17 ,611 ,"2,998 ","3,592 ",1394.53
2009-06-29,55 ,86 ,163 ,305 ,1388.45
2009-06-30,291 ,"1,127 ",-848 ,570 ,1390.07
2009-07-01,11 ,707 ,"1,128 ","1,845 ",1411.66
2009-07-02,30 ,63 ,"2,728 ","2,821 ",1411.48
2009-07-03,-12 ,475 ,344 ,806 ,1420.04
2009-07-06,-47 ,-328 ,"1,511 ","1,136 ",1428.94
2009-07-07,21 ,-13 ,"1,504 ","1,512 ",1434.2
2009-07-08,10 ,-870 ,"-1,090 ","-1,950 ",1431.02
2009-07-09,32 ,"2,602 ",479 ,"3,112 ",1430.89
2009-07-10,-220 ,-457 ,327 ,-351 ,1428.62
2009-07-13,-16 ,-909 ,"-1,380 ","-2,306 ",1378.12
2009-07-14,-42 ,-758 ,585 ,-215 ,1385.56
2009-07-15,-125 ,"1,132 ","3,764 ","4,771 ",1420.86
2009-07-16,-182 ,254 ,"5,321 ","5,393 ",1432.22
2009-07-17,9 ,-128 ,"1,747 ","1,628 ",1440.1
2009-07-20,74 ,959 ,"4,171 ","5,204 ",1478.51
2009-07-21,-44 ,"1,588 ","2,496 ","4,039 ",1488.99
2009-07-22,31 ,548 ,"2,584 ","3,163 ",1494.04
2009-07-23,863 ,"1,349 ",979 ,"3,192 ",1496.49
2009-07-24,182 ,"1,177 ","3,080 ","4,439 ",1502.59
2009-07-27,582 ,"1,133 ","3,113 ","4,828 ",1524.05
2009-07-28,45 ,749 ,"4,115 ","4,909 ",1526.03
2009-07-29,13 ,178 ,"2,687 ","2,878 ",1524.32
2009-07-30,21 ,422 ,"2,348 ","2,791 ",1534.74
2009-07-31,-34 ,"1,175 ","4,614 ","5,755 ",1557.29
2009-08-03,-37 ,"1,189 ","2,877 ","4,028 ",1564.98
2009-08-04,-525 ,866 ,"5,595 ","5,935 ",1566.37
2009-08-05,-53 ,741 ,170 ,858 ,1559.47
2009-08-06,-9 ,699 ,-387 ,304 ,1565.04
2009-08-07,17 ,"1,479 ",492 ,"1,988 ",1576
2009-08-10,6 ,-239 ,"3,804 ","3,571 ",1576.11
2009-08-11,46 ,875 ,"1,035 ","1,956 ",1579.21
2009-08-12,-41 ,544 ,-514 ,-11 ,1565.35
2009-08-13,1 ,-312 ,"3,007 ","2,696 ",1564.64
2009-08-14,-115 ,"1,120 ","2,924 ","3,929 ",1591.41
2009-08-17,-671 ,-233 ,"2,147 ","1,243 ",1547.06
2009-08-18,121 ,-211 ,"-1,423 ","-1,513 ",1550.24
2009-08-19,-188 ,837 ,"1,484 ","2,133 ",1545.96
2009-08-20,-39 ,-802 ,-644 ,"-1,486 ",1576.39
2009-08-21,-130 ,65 ,"2,259 ","2,194 ",1580.98
2009-08-24,89 ,-573 ,"3,798 ","3,314 ",1612.22
2009-08-25,-194 ,555 ,"1,835 ","2,197 ",1601.38
2009-08-26,-39 ,262 ,"1,982 ","2,204 ",1614.12
2009-08-27,-233 ,768 ,"1,722 ","2,257 ",1599.33
2009-08-28,1 ,"1,759 ",373 ,"2,133 ",1607.94
2009-08-31,-366 ,-5 ,236 ,-136 ,1591.85
2009-09-01,-57 ,-137 ,517 ,323 ,1623.06
2009-09-02,-221 ,-598 ,"-2,015 ","-2,834 ",1613.16
2009-09-03,-23 ,-123 ,"-1,329 ","-1,475 ",1613.53
2009-09-04,9 ,999 ,-909 ,99 ,1608.9
2009-09-07,-385 ,-246 ,953 ,322 ,1608.57
2009-09-08,-50 ,278 ,563 ,791 ,1619.69
2009-09-09,-325 ,67 ,"1,138 ",880 ,1607.77
2009-09-10,188 ,"1,485 ","2,807 ","4,479 ",1644.68
2009-09-11,-175 ,"1,966 ","4,121 ","5,912 ",1651.7
2009-09-14,-41 ,584 ,"1,499 ","2,042 ",1634.91
2009-09-15,-122 ,"3,056 ",765 ,"3,698 ",1653.4
2009-09-16,-107 ,"5,197 ","3,988 ","9,078 ",1683.33
2009-09-17,37 ,"5,726 ","2,101 ","7,864 ",1695.47
2009-09-18,81 ,"14,122 ",-9 ,"14,194 ",1699.71
2009-09-21,-169 ,"1,388 ",653 ,"1,873 ",1695.5
2009-09-22,-230 ,"3,959 ","1,544 ","5,274 ",1718.88
2009-09-23,-607 ,"1,421 ",489 ,"1,304 ",1711.47
2009-09-24,43 ,"2,946 ","-3,924 ",-935 ,1693.88
2009-09-25,4 ,"1,483 ","-2,916 ","-1,429 ",1691.48
2009-09-28,-131 ,"1,378 ","-2,617 ","-1,370 ",1675.55
2009-09-29,-18 ,89 ,"-1,250 ","-1,179 ",1690.05
2009-09-30,89 ,"1,026 ","-1,237 ",-122 ,1673.14
2009-10-01,225 ,-65 ,"-2,510 ","-2,350 ",1644.63
2009-10-05,178 ,"1,173 ","-4,754 ","-3,402 ",1606.9
2009-10-06,360 ,891 ,"-1,548 ",-298 ,1598.44
2009-10-07,643 ,-304 ,725 ,"1,064 ",1598
2009-10-08,331 ,"1,821 ","-2,231 ",-79 ,1615.46
2009-10-09,-16 ,"1,261 ","2,986 ","4,231 ",1646.79
2009-10-12,155 ,273 ,-949 ,-521 ,1639.81
2009-10-13,112 ,-620 ,613 ,105 ,1628.93
2009-10-14,339 ,"1,564 ","1,699 ","3,602 ",1649.09
2009-10-15,25 ,996 ,"4,446 ","5,467 ",1658.99
2009-10-16,14 ,"1,722 ","2,359 ","4,095 ",1640.36
2009-10-19,120 ,"1,638 ",-816 ,942 ,1649.07
2009-10-20,-36 ,969 ,"1,311 ","2,245 ",1659.15
2009-10-21,-56 ,316 ,954 ,"1,215 ",1653.86
2009-10-22,3 ,207 ,"-1,401 ","-1,190 ",1630.33
2009-10-23,-4 ,"2,286 ",-98 ,"2,184 ",1640.17
2009-10-26,55 ,-217 ,"2,020 ","1,858 ",1657.11
2009-10-27,57 ,"1,774 ",41 ,"1,871 ",1649.53
2009-10-28,63 ,157 ,"-2,942 ","-2,722 ",1609.71
2009-10-29,72 ,-423 ,"-4,411 ","-4,762 ",1585.85
2009-10-30,-710 ,551 ,"1,433 ","1,273 ",1580.69
2009-11-02,-7 ,"1,751 ",-324 ,"1,420 ",1559.09
2009-11-03,43 ,101 ,"1,684 ","1,828 ",1549.92
2009-11-04,-365 ,122 ,"1,310 ","1,067 ",1579.93
2009-11-05,"-1,292 ",0 ,"1,041 ",-251 ,1552.24
2009-11-06,-168 ,461 ,"1,060 ","1,354 ",1572.46
2009-11-09,-44 ,584 ,729 ,"1,269 ",1576.79
2009-11-10,-82 ,753 ,"2,027 ","2,699 ",1582.3
2009-11-11,-13 ,15 ,-527 ,-525 ,1594.82
2009-11-12,132 ,-888 ,-543 ,"-1,299 ",1572.73
2009-11-13,-83 ,-136 ,-909 ,"-1,128 ",1571.99
2009-11-16,-14 ,-345 ,246 ,-114 ,1592.47
2009-11-17,27 ,690 ,"1,313 ","2,030 ",1585.98
2009-11-18,-11 ,-181 ,"1,672 ","1,481 ",1603.97
2009-11-19,5 ,"5,769 ",996 ,"6,770 ",1620.54
2009-11-20,-6 ,"1,288 ",-976 ,307 ,1620.6
2009-11-23,-24 ,5 ,-197 ,-216 ,1619.05
2009-11-24,-21 ,616 ,"1,900 ","2,494 ",1606.42
2009-11-25,-8 ,-292 ,-397 ,-697 ,1611.88
2009-11-26,-69 ,116 ,700 ,746 ,1599.52
2009-11-27,25 ,-885 ,"-1,238 ","-2,098 ",1524.5
2009-11-30,-217 ,-56 ,"1,541 ","1,267 ",1555.6
2009-12-01,-733 ,275 ,764 ,306 ,1569.72
2009-12-02,-522 ,749 ,"3,548 ","3,775 ",1591.63
2009-12-03,-32 ,663 ,328 ,959 ,1615
2009-12-04,-136 ,"1,087 ","1,448 ","2,400 ",1624.76
2009-12-07,-66 ,760 ,"1,972 ","2,666 ",1632.65
2009-12-08,-3 ,100 ,"1,565 ","1,662 ",1627.78
2009-12-09,39 ,-315 ,-594 ,-870 ,1634.17
2009-12-10,"-3,819 ","5,099 ","1,569 ","2,849 ",1652.73
2009-12-11,-300 ,746 ,793 ,"1,239 ",1656.9
2009-12-14,-13 ,804 ,-689 ,102 ,1664.77
2009-12-15,15 ,896 ,737 ,"1,648 ",1665.85
2009-12-16,35 ,-963 ,282 ,-646 ,1664.24
2009-12-17,53 ,-102 ,703 ,654 ,1647.84
2009-12-18,-45 ,55 ,"-1,737 ","-1,727 ",1647.04
2009-12-21,-28 ,-916 ,911 ,-33 ,1644.23
2009-12-22,-31 ,470 ,749 ,"1,188 ",1655.54
2009-12-23,191 ,290 ,"1,075 ","1,556 ",1661.35
2009-12-24,"1,086 ","1,750 ",-106 ,"2,730 ",1682.34
2009-12-28,89 ,-773 ,121 ,-564 ,1685.59
2009-12-29,277 ,77 ,636 ,990 ,1672.48
2009-12-30,591 ,"1,635 ",-294 ,"1,932 ",1682.77
2010-01-04,291 ,411 ,"1,688 ","2,390 ",1696.14
2010-01-05,-276 ,55 ,"4,226 ","4,005 ",1690.62
2010-01-06,225 ,352 ,"2,940 ","3,517 ",1705.32
2010-01-07,-66 ,662 ,"1,638 ","2,233 ",1683.45
2010-01-08,58 ,518 ,42 ,619 ,1695.26
2010-01-11,2 ,"-2,021 ",476 ,"-1,543 ",1694.12
2010-01-12,-19 ,-357 ,"1,617 ","1,241 ",1698.64
2010-01-13,-97 ,-146 ,"-1,160 ","-1,403 ",1671.41
2010-01-14,852 ,"-5,673 ","2,411 ","-2,410 ",1685.77
2010-01-15,-22 ,-320 ,"4,183 ","3,842 ",1701.8
2010-01-18,-123 ,"-1,031 ","1,466 ",312 ,1711.78
2010-01-19,-266 ,556 ,178 ,467 ,1710.22
2010-01-20,"-1,397 ","1,366 ","2,187 ","2,156 ",1714.38
2010-01-21,170 ,317 ,"1,104 ","1,591 ",1722.01
2010-01-22,"-1,685 ","-1,285 ","-1,951 ","-4,920 ",1684.35
2010-01-25,-12 ,276 ,100 ,365 ,1670.2
2010-01-26,"-1,341 ",-150 ,-450 ,"-1,940 ",1637.34
2010-01-27,-41 ,-889 ,"-3,521 ","-4,451 ",1625.48
2010-01-28,-866 ,455 ,"1,718 ","1,307 ",1642.43
2010-01-29,-550 ,490 ,-750 ,-809 ,1602.43
2010-02-01,-482 ,-248 ,-206 ,-935 ,1606.44
2010-02-02,"-1,511 ",274 ,"1,575 ",338 ,1595.81
2010-02-03,-981 ,358 ,"2,017 ","1,394 ",1615.02
2010-02-04,-984 ,-87 ,"1,329 ",258 ,1616.42
2010-02-05,-23 ,"-1,373 ","-1,601 ","-2,997 ",1567.12
2010-02-08,-851 ,-815 ,-491 ,"-2,157 ",1552.79
2010-02-09,-630 ,-596 ,780 ,-446 ,1570.49
2010-02-10,"-3,370 ",-389 ,"3,924 ",165 ,1570.12
2010-02-11,"-1,986 ",365 ,"2,493 ",872 ,1597.81
2010-02-12,"-2,644 ","-1,336 ","3,561 ",-419 ,1593.66
2010-02-16,-32 ,10 ,614 ,592 ,1601.05
2010-02-17,191 ,"1,033 ","2,603 ","3,828 ",1627.43
2010-02-18,-34 ,913 ,"1,009 ","1,888 ",1621.19
2010-02-19,-337 ,-169 ,856 ,350 ,1593.9
2010-02-22,"1,284 ","1,097 ",219 ,"2,600 ",1627.1
2010-02-23,279 ,"1,013 ",-773 ,520 ,1628.9
2010-02-24,-44 ,"1,010 ","-2,874 ","-1,909 ",1612.83
2010-02-25,-543 ,-50 ,"-1,765 ","-2,358 ",1587.51
2010-02-26,5 ,892 ,"-2,571 ","-1,674 ",1594.58
2010-03-02,305 ,"1,825 ","2,085 ","4,216 ",1615.12
2010-03-03,-16 ,-46 ,980 ,917 ,1622.44
2010-03-04,-395 ,"1,124 ",626 ,"1,356 ",1618.2
2010-03-05,413 ,920 ,97 ,"1,429 ",1634.57
2010-03-08,207 ,"1,514 ","3,350 ","5,071 ",1660.04
2010-03-09,239 ,"1,372 ","1,610 ","3,221 ",1660.83
2010-03-10,543 ,"1,123 ",-188 ,"1,479 ",1662.24
2010-03-11,"-2,710 ",715 ,169 ,"-1,827 ",1656.62
2010-03-12,"1,251 ","1,811 ",-636 ,"2,426 ",1662.74
2010-03-15,357 ,458 ,-241 ,575 ,1649.5
2010-03-16,"1,249 ","1,449 ","1,252 ","3,950 ",1648.01
2010-03-17,"2,976 ","2,748 ",882 ,"6,605 ",1682.86
2010-03-18,75 ,494 ,"2,401 ","2,970 ",1675.17
2010-03-19,95 ,269 ,"2,498 ","2,862 ",1686.11
2010-03-22,-203 ,61 ,555 ,413 ,1672.67
2010-03-23,-14 ,406 ,"1,505 ","1,896 ",1681.82
2010-03-24,224 ,192 ,"3,337 ","3,753 ",1681.01
2010-03-25,193 ,277 ,"1,637 ","2,107 ",1688.39
2010-03-26,-586 ,912 ,"1,773 ","2,100 ",1697.72
2010-03-29,-42 ,616 ,"2,703 ","3,278 ",1691.99
2010-03-30,67 ,-202 ,"3,720 ","3,585 ",1700.19
2010-03-31,55 ,-486 ,"1,693 ","1,262 ",1692.85
2010-04-01,981 ,"1,301 ","2,270 ","4,552 ",1719.17
2010-04-02,218 ,"1,453 ","4,601 ","6,272 ",1723.49
2010-04-05,446 ,"1,020 ","1,271 ","2,737 ",1724.99
2010-04-06,457 ,813 ,229 ,"1,499 ",1726.09
2010-04-07,"1,731 ","2,138 ",937 ,"4,806 ",1726.6
2010-04-08,889 ,"3,138 ",429 ,"4,456 ",1733.78
2010-04-09,-81 ,98 ,"6,210 ","6,227 ",1724.47
2010-04-12,21 ,185 ,171 ,376 ,1710.3
2010-04-13,263 ,-61 ,-376 ,-175 ,1710.59
2010-04-14,"1,155 ",197 ,781 ,"2,133 ",1735.33
2010-04-15,70 ,514 ,"4,607 ","5,191 ",1743.91
2010-04-16,138 ,432 ,"1,275 ","1,844 ",1734.49
2010-04-19,100 ,686 ,"-1,518 ",-731 ,1705.3
2010-04-20,-366 ,732 ,-687 ,-320 ,1718.03
2010-04-21,-166 ,"1,002 ","1,994 ","2,830 ",1747.58
2010-04-22,-752 ,900 ,809 ,957 ,1739.52
2010-04-23,-41 ,646 ,"1,013 ","1,618 ",1737.03
2010-04-26,144 ,198 ,"1,774 ","2,116 ",1752.2
2010-04-27,380 ,946 ,-99 ,"1,226 ",1749.55
2010-04-28,-813 ,318 ,63 ,-432 ,1733.91
2010-04-29,-473 ,-240 ,"1,281 ",568 ,1728.42
2010-04-30,335 ,"3,751 ",319 ,"4,405 ",1741.56
2010-05-03,436 ,841 ,"-3,590 ","-2,313 ",1721.21
2010-05-04,-36 ,"1,196 ","-1,256 ",-97 ,1718.75
2010-05-06,-307 ,-247 ,"-6,961 ","-7,515 ",1684.71
2010-05-07,"-2,880 ","-3,649 ","-5,930 ","-12,458 ",1647.5
2010-05-10,-765 ,-304 ,"-2,255 ","-3,325 ",1677.63
2010-05-11,"-1,369 ",288 ,"1,236 ",156 ,1670.24
2010-05-12,-20 ,-187 ,"-3,871 ","-4,078 ",1663.03
2010-05-13,-118 ,461 ,330 ,674 ,1694.58
2010-05-14,-165 ,-393 ,"-1,513 ","-2,071 ",1695.63
2010-05-17,-670 ,"-2,732 ","-4,237 ","-7,639 ",1651.51
2010-05-18,385 ,-300 ,"-4,317 ","-4,232 ",1643.24
2010-05-19,-614 ,6 ,"-5,394 ","-6,001 ",1630.08
2010-05-20,-313 ,-488 ,"-3,058 ","-3,859 ",1600.18
2010-05-24,13 ,"1,221 ","-2,293 ","-1,059 ",1604.93
2010-05-25,"-1,985 ",-560 ,"-3,274 ","-5,819 ",1560.83
2010-05-26,"-1,506 ","2,284 ","-3,066 ","-2,288 ",1582.12
2010-05-27,"-2,359 ","-2,293 ","1,559 ","-3,093 ",1607.5
2010-05-28,"-1,590 ","-1,066 ","3,244 ",587 ,1622.78
2010-05-31,-50 ,"2,548 ",-741 ,"1,757 ",1641.25
2010-06-01,-434 ,139 ,-396 ,-692 ,1630.4
2010-06-03,-177 ,"1,819 ","1,059 ","2,701 ",1661.84
2010-06-04,-11 ,674 ,317 ,980 ,1664.13
2010-06-07,169 ,883 ,"-3,710 ","-2,658 ",1637.97
2010-06-08,23 ,272 ,"-2,425 ","-2,130 ",1651.48
2010-06-09,113 ,552 ,"-1,011 ",-346 ,1647.22
2010-06-10,27 ,-886 ,"-1,738 ","-2,598 ",1651.7
2010-06-11,470 ,"1,897 ",750 ,"3,117 ",1675.34
2010-06-14,"2,333 ","1,402 ",-665 ,"3,071 ",1690.6
2010-06-15,379 ,"1,255 ","-1,464 ",171 ,1690.03
2010-06-16,302 ,954 ,"2,184 ","3,440 ",1705.33
2010-06-17,586 ,"2,012 ",-286 ,"2,312 ",1707.92
2010-06-18,599 ,"1,712 ",328 ,"2,639 ",1711.95
2010-06-21,830 ,"1,957 ",191 ,"2,979 ",1739.68
2010-06-22,574 ,-193 ,-544 ,-163 ,1731.48
2010-06-23,"1,113 ",41 ,"-1,484 ",-330 ,1725.82
2010-06-24,"1,435 ",695 ,"-1,846 ",284 ,1739.87
2010-06-25,367 ,700 ,"-2,594 ","-1,526 ",1729.84
2010-06-28,302 ,123 ,"-1,817 ","-1,391 ",1732.03
2010-06-29,950 ,511 ,-889 ,572 ,1707.76
2010-06-30,638 ,552 ,"-4,438 ","-3,247 ",1698.29
2010-07-01,-420 ,179 ,"-2,495 ","-2,736 ",1686.24
2010-07-02,-429 ,-128 ,"-1,717 ","-2,274 ",1671.82
2010-07-05,-181 ,-144 ,-311 ,-636 ,1675.37
2010-07-06,"-2,443 ","-1,459 ",514 ,"-3,388 ",1684.94
2010-07-07,"-2,345 ",-981 ,-574 ,"-3,900 ",1675.65
2010-07-08,-29 ,93 ,380 ,443 ,1698.64
2010-07-09,-112 ,"1,387 ","1,850 ","3,126 ",1723.01
2010-07-12,60 ,"2,342 ","1,003 ","3,405 ",1734.05
2010-07-13,"1,348 ","2,066 ",-474 ,"2,940 ",1735.08
2010-07-14,"5,106 ","3,231 ",742 ,"9,080 ",1758.01
2010-07-15,"2,186 ","1,298 ","1,363 ","4,848 ",1751.29
2010-07-16,"2,611 ","1,785 ","-1,401 ","2,995 ",1738.45
2010-07-19,15 ,-213 ,-384 ,-582 ,1731.95
2010-07-20,-34 ,-12 ,-183 ,-228 ,1736.77
2010-07-21,-13 ,704 ,"1,770 ","2,460 ",1748.78
2010-07-22,27 ,576 ,-560 ,44 ,1735.53
2010-07-23,-18 ,813 ,"1,423 ","2,217 ",1758.06
2010-07-26,61 ,59 ,"1,455 ","1,575 ",1769.07
2010-07-27,132 ,-15 ,"5,723 ","5,840 ",1768.31
2010-07-28,301 ,550 ,492 ,"1,343 ",1773.47
2010-07-29,867 ,"1,376 ",-631 ,"1,612 ",1770.88
2010-07-30,"1,363 ",357 ,-749 ,971 ,1759.33
2010-08-02,"1,311 ",536 ,"-1,150 ",698 ,1782.27
2010-08-03,119 ,698 ,"2,241 ","3,057 ",1790.6
2010-08-04,203 ,"1,965 ",-111 ,"2,057 ",1789.26
2010-08-05,255 ,380 ,"-2,190 ","-1,554 ",1783.86
2010-08-06,"1,193 ",634 ,"-2,257 ",-430 ,1783.83
2010-08-09,66 ,172 ,352 ,590 ,1790.17
2010-08-10,10 ,"1,168 ",-658 ,520 ,1781.13
2010-08-11,-119 ,"1,151 ","-1,136 ",-105 ,1758.19
2010-08-12,"-1,225 ",-884 ,"-3,314 ","-5,422 ",1721.75
2010-08-13,"-1,738 ",-501 ,629 ,"-1,610 ",1746.24
2010-08-16,"-2,141 ",-433 ,"-1,022 ","-3,597 ",1743.31
2010-08-17,-649 ,101 ,-850 ,"-1,398 ",1755.03
2010-08-18,-807 ,"1,332 ",919 ,"1,444 ",1761.99
2010-08-19,-57 ,865 ,743 ,"1,551 ",1779.64
